DeviceName,PTPTime,UnixTime,DistanceMM,DistanceCM,Weight,Count,DistanceADC,WeightADC,DeviceName(Current)
DEVICE,1642571557963,1642571557801,624,62,5,0,36168,0,DKU006#
DEVICE,1642571557995,1642571557833,633,63,5,0,36168,0,DKU006#
DEVICE,1642571558027,1642571557865,622,62,5,0,36168,0,DKU006#
DEVICE,1642571558059,1642571557897,625,62,5,0,36168,0,DKU006#
DEVICE,1642571558091,1642571557929,636,63,5,0,36168,0,DKU006#
DEVICE,1642571558123,1642571557961,640,64,5,0,36168,0,DKU006#
DEVICE,1642571558155,1642571557993,626,62,5,0,36168,0,DKU006#
DEVICE,1642571558187,1642571558025,631,63,5,0,36168,0,DKU006#
DEVICE,1642571558219,1642571558057,637,63,5,0,36168,0,DKU006#
DEVICE,1642571558251,1642571558089,638,63,5,0,36168,0,DKU006#
DEVICE,1642571558283,1642571558121,629,62,5,0,36168,0,DKU006#
DEVICE,1642571558314,1642571558152,631,63,5,0,36168,0,DKU006#
DEVICE,1642571558346,1642571558184,638,63,5,0,36168,0,DKU006#
DEVICE,1642571558378,1642571558216,634,63,5,0,36168,0,DKU006#
DEVICE,1642571558410,1642571558248,645,64,5,0,36168,0,DKU006#
DEVICE,1642571558442,1642571558280,660,66,5,0,36168,0,DKU006#
DEVICE,1642571558474,1642571558312,661,66,5,0,36168,0,DKU006#
DEVICE,1642571558506,1642571558344,663,66,5,0,36168,0,DKU006#
DEVICE,1642571558539,1642571558377,667,66,5,0,36168,0,DKU006#
DEVICE,1642571558571,1642571558409,682,68,5,0,36168,0,DKU006#
DEVICE,1642571558603,1642571558441,685,68,5,0,36168,0,DKU006#
DEVICE,1642571558634,1642571558472,704,70,5,0,36168,0,DKU006#
